p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,0,0,0,0,fdr,10,1,0.5,10
100,FALSE,0,0,0,0,fdr,10,1,0.5,10
100,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,tweedie,10,1,0.5,10
100,FALSE,3,0.5163977794943222,1,0,tweedie,10,1,0.5,10
100,TRUE,0,0,0,0,lasso,10,1,0.5,10
100,FALSE,0.6,0.22110831935702663,0.5,0.15811388300841897,lasso,10,1,0.5,10
100,TRUE,0,0,0,0,boruta,10,1,0.5,10
100,FALSE,0,0,0,0,boruta,10,1,0.5,10
100,TRUE,0,0,0,0,svm,10,1,0.5,10
100,FALSE,2,0,1,0,svm,10,1,0.5,10
300,TRUE,0,0,0,0,fdr,10,1,0.5,10
300,FALSE,0,0,0,0,fdr,10,1,0.5,10
300,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,tweedie,10,1,0.5,10
300,FALSE,3.8,0.4898979485566356,1,0,tweedie,10,1,0.5,10
300,TRUE,0,0,0,0,lasso,10,1,0.5,10
300,FALSE,0.9,0.37859388972001823,0.5,0.15811388300841897,lasso,10,1,0.5,10
300,TRUE,0,0,0,0,boruta,10,1,0.5,10
300,FALSE,0,0,0,0,boruta,10,1,0.5,10
300,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,svm,10,1,0.5,10
300,FALSE,2.9,0.09999999999999999,1,0,svm,10,1,0.5,10
1000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,10,1,0.5,10
1000,FALSE,0,0,0,0,fdr,10,1,0.5,10
1000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,tweedie,10,1,0.5,10
1000,FALSE,6,0.9189365834726814,1,0,tweedie,10,1,0.5,10
1000,TRUE,0,0,0,0,lasso,10,1,0.5,10
1000,FALSE,1.4,0.4268749491621899,0.7,0.14491376746189438,lasso,10,1,0.5,10
1000,TRUE,0,0,0,0,boruta,10,1,0.5,10
1000,FALSE,0,0,0,0,boruta,10,1,0.5,10
1000,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,svm,10,1,0.5,10
1000,FALSE,9.8,0.13333333333333333,1,0,svm,10,1,0.5,10
3000,TRUE,0,0,0,0,fdr,10,1,0.5,10
3000,FALSE,0,0,0,0,fdr,10,1,0.5,10
3000,TRUE,0,0,0,0,tweedie,10,1,0.5,10
3000,FALSE,14,1.1737877907772671,1,0,tweedie,10,1,0.5,10
3000,TRUE,0,0,0,0,lasso,10,1,0.5,10
3000,FALSE,0.9,0.27688746209726917,0.6,0.15491933384829668,lasso,10,1,0.5,10
3000,TRUE,0,0,0,0,boruta,10,1,0.5,10
3000,FALSE,0,0,0,0,boruta,10,1,0.5,10
3000,TRUE,0,0,0,0,svm,10,1,0.5,10
3000,FALSE,30,0,1,0,svm,10,1,0.5,10
10000,TRUE,0,0,0,0,fdr,10,1,0.5,10
10000,FALSE,0,0,0,0,fdr,10,1,0.5,10
10000,TRUE,0,0,0,0,tweedie,10,1,0.5,10
10000,FALSE,23.1,2.167692065051881,1,0,tweedie,10,1,0.5,10
10000,TRUE,0,0,0,0,lasso,10,1,0.5,10
10000,FALSE,1.5,0.5,0.7,0.14491376746189438,lasso,10,1,0.5,10
10000,TRUE,0,0,0,0,boruta,10,1,0.5,10
10000,FALSE,0,0,0,0,boruta,10,1,0.5,10
10000,TRUE,0,0,0,0,svm,10,1,0.5,10
10000,FALSE,100,0,1,0,svm,10,1,0.5,10
